reporting_organisation,donor,project_status,governorate,district,sub_district,community,neighbourhood,camp_name,admin1pcode,admin2pcode,admin3pcode,admin4pcode,neighbourhood_pcode,admin5pcode,location_other,village_camps,latitude_y,longitude_x,cluster,response_type,families,female_headed_hh,beneficiaries,men_18_60,women_18_60,boys_18,girls_18,elderly_males_60,elderly_females_60,idps,host_communities,returnees,pwds,previously_assisted,newly_assisted,conditionality,restrictions,cash_delivery_mechanism,voucher_delivery_mechanism,currency,transfer_value,transfer_frequency,num_payments,fx_rate,total_value_per_hh,total_usd,targeting_criteria,start_date,end_date,comments,contact_person,position,email,phone,month_of_activity,abbreviation,implementing_partner,activity
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2900,One-off,1,18.9,153.439153439153,153.43915343915344,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,2,NA,13,4,2,3,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3740,One-off,1,18.9,197.883597883598,395.7671957671958,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,6,NA,25,6,4,7,8,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3760,One-off,1,18.9,198.941798941799,1193.6507936507937,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,4,NA,19,5,3,5,6,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3760,One-off,1,18.9,198.941798941799,795.7671957671959,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,6,2,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,360,One-off,1,18.9,19.047619047619,19.047619047619047,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,6,2,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,725,One-off,1,18.9,38.3597883597884,38.35978835978836,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,5,NA,26,5,7,7,7,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1085,One-off,1,18.9,57.4074074074074,287.03703703703707,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,4,NA,11,2,2,3,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1370,One-off,1,18.9,72.4867724867725,289.94708994709,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,2,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1645,One-off,1,18.9,87.037037037037,87.03703703703704,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,5,1,0,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1650,One-off,1,18.9,87.3015873015873,87.3015873015873,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,6,1,3,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1785,One-off,1,18.9,94.4444444444445,94.44444444444446,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,3,NA,19,4,4,6,5,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1830,One-off,1,18.9,96.8253968253968,290.4761904761905,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,1,3,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2475,One-off,1,18.9,130.952380952381,130.95238095238096,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,7,2,2,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2725,One-off,1,18.9,144.179894179894,144.17989417989418,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,10,NA,37,8,8,10,11,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2745,One-off,1,18.9,145.238095238095,1452.3809523809523,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,7,2,0,2,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3100,One-off,1,18.9,164.021164021164,164.02116402116403,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,5,1,1,2,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,17250,One-off,1,18.9,912.698412698413,912.6984126984128,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,7,2,1,1,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1880,One-off,1,18.9,99.4708994708995,99.47089947089948,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,10,NA,57,12,13,16,16,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2070,One-off,1,18.9,109.52380952381,1095.2380952380954,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2465,One-off,1,18.9,130.42328042328,130.42328042328043,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,5,1,2,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2820,One-off,1,18.9,149.206349206349,149.20634920634922,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,9,NA,45,9,12,12,12,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,5640,One-off,1,18.9,298.412698412698,2685.714285714286,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,6,1,2,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1730,One-off,1,18.9,91.5343915343915,91.53439153439155,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Harim,Dana,Sarmada,NA,NA,SY07,SY0703,SY070301,C4121,NA,NA,NA,NA,36.186604,36.723929,Multipurpose - Repeated,HRP,1,NA,8,2,1,2,3,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,3460,One-off,1,18.9,183.068783068783,183.0687830687831,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,6,2,1,1,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1100,One-off,1,18.9,58.2010582010582,58.2010582010582,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,6,1,3,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2160,One-off,1,18.9,114.285714285714,114.28571428571429,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1785,One-off,1,18.9,94.4444444444445,94.44444444444446,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,6,1,3,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2885,One-off,1,18.9,152.645502645503,152.64550264550266,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Idleb,Idleb,Idleb,NA,NA,SY07,SY0700,SY070000,C3871,NA,NA,NA,NA,35.929008,36.635276,Multipurpose - Repeated,HRP,1,NA,6,1,1,2,2,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2820,One-off,1,18.9,149.206349206349,149.20634920634922,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,3,NA,11,0,3,4,4,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1560,One-off,1,18.9,82.5396825396825,247.61904761904765,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,33,NA,129,0,37,45,47,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1770,One-off,1,18.9,93.6507936507937,3090.476190476191,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,1,NA,3,0,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1770,One-off,1,18.9,93.6507936507937,93.65079365079366,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,1,NA,3,0,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1770,One-off,1,18.9,93.6507936507937,93.65079365079366,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,50,NA,195,0,56,68,71,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,1970,One-off,1,18.9,104.232804232804,5211.640211640212,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,15,NA,57,0,16,20,21,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2070,One-off,1,18.9,109.52380952381,1642.857142857143,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,24,NA,93,0,27,32,34,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2340,One-off,1,18.9,123.809523809524,2971.4285714285716,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,1,NA,3,0,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,1,NA,3,0,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,1,NA,3,0,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,1,NA,3,0,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,1,NA,3,0,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
NA,Private Fund,Completed,Idleb,Jisr-Ash-Shugur,Badama,Kherbet Eljoz,NA,NA,SY07,SY0704,SY070401,C4231,NA,NA,NA,NA,35.903104,36.190976,Multipurpose - Repeated,HRP,1,NA,3,0,1,1,1,NA,NA,NA,NA,NA,NA,Yes,NA,Unconditional,Cash - Unrestricted,Direct from organisation,Paper voucher,TRY,2655,One-off,1,18.9,140.47619047619,140.47619047619048,Vulnerability-based,2023-03-01,2023-03-31,NA,Mohamad Tarek Alamin,Projects Assistant,tarek.alamin@ataarelief.org,905376113499,2023-03-31,ATAA,Ataa Humanitarian Relief Association (ATAA),Multipurpose Cash Response
